date,state,death,deathConfirmed,deathIncrease,deathProbable
10/8/20,CT,4527,3629,5,898
10/8/20,DC,634,,2,
10/8/20,DE,651,571,2,80
10/8/20,FL,15254,,170,
10/8/20,GA,7294,,35,
10/8/20,GU,58,,1,
10/8/20,HI,163,163,3,
10/8/20,IA,1421,,6,
10/8/20,ID,500,459,8,41
10/8/20,IL,9159,8910,32,249
10/8/20,IN,3742,3515,15,227
10/8/20,KS,723,,0,
10/8/20,KY,1234,1222,11,12
10/8/20,LA,5609,5416,5,193
10/8/20,MA,9565,9350,8,215
10/8/20,MD,3979,3835,6,144
10/8/20,ME,142,141,0,1
10/8/20,MI,7193,6869,24,324
10/8/20,MN,2160,2107,6,53
10/8/20,MO,2259,,23,
10/8/20,MP,2,2,0,
10/8/20,MS,3074,2807,23,267
10/8/20,MT,197,,4,
10/8/20,NC,3722,3689,29,33
10/8/20,ND,314,,6,
10/8/20,NE,507,,0,
10/8/20,NH,449,,1,
10/8/20,NJ,16160,14373,8,1787
10/8/20,NM,899,,3,
10/8/20,NV,1649,,13,
10/8/20,NY,25555,,10,
10/8/20,OH,4983,4674,13,309
10/8/20,OK,1085,,10,
10/8/20,OR,583,,2,
10/8/20,PA,8299,,27,
10/8/20,PR,715,536,10,179
10/8/20,RI,1127,,1,
10/8/20,SC,3514,3311,12,203
10/8/20,SD,272,,14,
10/8/20,TN,2705,2591,63,114
10/8/20,TX,16334,,104,
10/8/20,UT,501,,5,
10/8/20,VA,3328,3097,25,231
10/8/20,VI,20,,0,
10/8/20,VT,58,58,0,
10/8/20,WA,2177,2177,12,
10/8/20,WI,1435,1424,9,11
10/8/20,WV,370,365,1,5
10/8/20,WY,54,,1,
10/7/20,AK,59,59,1,
10/7/20,AL,2601,2454,21,147
10/7/20,AR,1482,1337,35,145
10/7/20,AS,0,,0,
10/7/20,AZ,5733,5447,20,286
10/7/20,CA,16228,,51,
10/7/20,CO,2085,1720,4,365
10/7/20,CT,4522,3624,1,898
10/7/20,DC,632,,1,
10/7/20,DE,649,569,3,80
10/7/20,FL,15084,,139,
10/7/20,GA,7259,,30,
10/7/20,GU,57,,2,
10/7/20,HI,160,160,3,
10/7/20,IA,1415,,15,
10/7/20,ID,492,452,5,40
10/7/20,IL,9127,8878,42,249
10/7/20,IN,3727,3500,16,227
10/7/20,KS,723,,17,
10/7/20,KY,1223,1211,5,12
10/7/20,LA,5604,5411,12,193
10/7/20,MA,9557,9342,19,215
10/7/20,MD,3973,3829,6,144
10/7/20,ME,142,141,0,1
10/7/20,MI,7169,6847,8,322
10/7/20,MN,2154,2101,14,53
10/7/20,MO,2236,,36,
10/7/20,MP,2,2,0,
10/7/20,MS,3051,2794,38,257
10/7/20,MT,193,,1,
10/7/20,NC,3693,3661,23,32
10/7/20,ND,308,,24,
10/7/20,NE,507,,4,
10/7/20,NH,448,,2,
10/7/20,NJ,16152,14364,5,1787
10/7/20,NM,896,,2,
10/7/20,NV,1636,,7,
10/7/20,NY,25545,,9,
10/7/20,OH,4970,4661,23,309
10/7/20,OK,1075,,9,
10/7/20,OR,581,,9,
10/7/20,PA,8272,,28,
10/7/20,PR,705,528,9,177
10/7/20,RI,1126,,1,
10/7/20,SC,3502,3300,31,202
10/7/20,SD,258,,10,
10/7/20,TN,2642,2530,21,112
10/7/20,TX,16230,,119,
10/7/20,UT,496,,8,
10/7/20,VA,3303,3088,12,215
10/7/20,VI,20,,0,
10/7/20,VT,58,58,0,
10/7/20,WA,2165,2165,7,
10/7/20,WI,1426,1415,16,11
10/7/20,WV,369,364,5,5
10/7/20,WY,53,,0,
10/6/20,AK,58,58,0,
10/6/20,AL,2580,2436,21,144
10/6/20,AR,1447,1299,0,148
10/6/20,AS,0,,0,
10/6/20,AZ,5713,5427,6,286
10/6/20,CA,16177,,28,
10/6/20,CO,2081,1718,12,363
10/6/20,CT,4521,3623,4,898
10/6/20,DC,631,,0,
10/6/20,DE,646,566,1,80
10/6/20,FL,14945,,59,
10/6/20,GA,7229,,37,
10/6/20,GU,55,,0,
10/6/20,HI,157,157,1,
10/6/20,IA,1400,,11,
10/6/20,ID,487,447,5,40
10/6/20,IL,9085,8836,31,249
10/6/20,IN,3711,3484,30,227
10/6/20,KS,706,,0,
10/6/20,KY,1218,1206,4,12
10/6/20,LA,5592,5402,6,190
10/6/20,MA,9538,9323,8,215
10/6/20,MD,3967,3823,6,144
10/6/20,ME,142,141,0,1
10/6/20,MI,7161,6838,22,323
10/6/20,MN,2140,2087,4,53
10/6/20,MO,2200,,26,
10/6/20,MP,2,2,0,
10/6/20,MS,3013,2765,0,248
10/6/20,MT,192,,2,
10/6/20,NC,3670,3639,33,31
10/6/20,ND,284,,4,
10/6/20,NE,503,,2,
10/6/20,NH,446,,2,
10/6/20,NJ,16147,14360,9,1787
10/6/20,NM,894,,0,
10/6/20,NV,1629,,6,
10/6/20,NY,25536,,9,
10/6/20,OH,4947,4638,16,309
10/6/20,OK,1066,,11,
10/6/20,OR,572,,0,
10/6/20,PA,8244,,17,
10/6/20,PR,696,519,1,177
10/6/20,RI,1125,,4,
10/6/20,SC,3471,3275,15,196
10/6/20,SD,248,,0,
10/6/20,TN,2621,2511,24,110
10/6/20,TX,16111,,78,
10/6/20,UT,488,,6,
10/6/20,VA,3291,3077,15,214
10/6/20,VI,20,,0,
10/6/20,VT,58,58,0,
10/6/20,WA,2158,2158,16,
10/6/20,WI,1410,1399,18,11
10/6/20,WV,364,359,3,5
10/6/20,WY,53,,0,
10/5/20,AK,58,58,0,
10/5/20,AL,2559,2417,1,142
10/5/20,AR,1447,1299,22,148
10/5/20,AS,0,,0,
10/5/20,AZ,5707,5423,1,284
10/5/20,CA,16149,,29,
10/5/20,CO,2069,1707,1,362
10/5/20,CT,4517,3619,4,898
10/5/20,DC,631,,0,
10/5/20,DE,645,565,0,80
10/5/20,FL,14886,,41,
10/5/20,GA,7192,,30,
10/5/20,GU,55,,3,
10/5/20,HI,156,156,3,
10/5/20,IA,1389,,7,
10/5/20,ID,482,442,2,40
10/5/20,IL,9054,8805,14,249
10/5/20,IN,3681,3454,7,227
10/5/20,KS,706,,8,
10/5/20,KY,1214,1202,5,12
10/5/20,LA,5586,5396,9,190
10/5/20,MA,9530,9315,20,215
10/5/20,MD,3961,3817,3,144
10/5/20,ME,142,141,0,1
10/5/20,MI,7139,6816,15,323
10/5/20,MN,2136,2083,3,53
10/5/20,MO,2174,,1,
10/5/20,MP,2,2,0,
10/5/20,MS,3013,2765,0,248
10/5/20,MT,190,,3,
10/5/20,NC,3637,3606,3,31
10/5/20,ND,280,,3,
10/5/20,NE,501,,4,
10/5/20,NH,444,,1,
10/5/20,NJ,16138,14351,2,1787
10/5/20,NM,894,,2,
10/5/20,NV,1623,,0,
10/5/20,NY,25527,,8,
10/5/20,OH,4931,4622,6,309
10/5/20,OK,1055,,3,
10/5/20,OR,572,,1,
10/5/20,PA,8227,,11,
10/5/20,PR,695,518,9,177
10/5/20,RI,1121,,1,
10/5/20,SC,3456,3258,3,198
10/5/20,SD,248,,0,
10/5/20,TN,2597,2489,20,108
10/5/20,TX,16033,,8,
10/5/20,UT,482,,4,
10/5/20,VA,3276,3063,3,213
10/5/20,VI,20,,0,
10/5/20,VT,58,58,0,
10/5/20,WA,2142,2142,0,
10/5/20,WI,1392,1381,4,11
10/5/20,WV,361,353,3,5
10/5/20,WY,53,,0,
10/4/20,AK,58,58,0,
10/4/20,AL,2558,2416,0,142
10/4/20,AR,1425,1278,18,147
10/4/20,AS,0,,0,
10/4/20,AZ,5706,5422,1,284
10/4/20,CA,16120,,46,
10/4/20,CO,2068,1706,8,362
10/4/20,CT,4513,3614,0,899
10/4/20,DC,631,,2,
10/4/20,DE,645,565,0,80
10/4/20,FL,14845,,42,
10/4/20,GA,7162,,28,
10/4/20,GU,52,,1,
10/4/20,HI,153,153,11,
10/4/20,IA,1382,,5,
10/4/20,ID,480,440,6,40
10/4/20,IL,9040,8791,17,249
10/4/20,IN,3674,3447,5,227
10/4/20,KS,698,,0,
10/4/20,KY,1209,1197,4,12
10/4/20,LA,5577,5387,32,190
10/4/20,MA,9510,9295,3,215
10/4/20,MD,3958,3814,1,144
10/4/20,ME,142,141,0,1
10/4/20,MI,7124,6801,0,323
10/4/20,MN,2133,2080,7,53
10/4/20,MO,2173,,4,
10/4/20,MP,2,2,0,
10/4/20,MS,3013,2765,2,248
10/4/20,MT,187,,1,
10/4/20,NC,3634,3603,5,31
10/4/20,ND,277,,3,
10/4/20,NE,497,,4,
10/4/20,NH,443,,1,
10/4/20,NJ,16136,14349,1,1787
10/4/20,NM,892,,2,
10/4/20,NV,1623,,3,
10/4/20,NY,25519,,14,
10/4/20,OH,4925,4617,0,308
10/4/20,OK,1052,,1,
10/4/20,OR,571,,8,
10/4/20,PA,8216,,17,
10/4/20,PR,686,510,5,176
10/4/20,RI,1120,,1,
10/4/20,SC,3453,3255,11,198
10/4/20,SD,248,,0,
10/4/20,TN,2577,2469,17,108
10/4/20,TX,16025,,33,
10/4/20,UT,478,,2,
10/4/20,VA,3273,3060,3,213
10/4/20,VI,20,,0,
10/4/20,VT,58,58,0,
10/4/20,WA,2142,2142,-1,
10/4/20,WI,1388,1377,5,11
10/4/20,WV,358,353,1,5
10/4/20,WY,53,,0,
10/3/20,AK,58,58,1,
10/3/20,AL,2558,2416,8,142
10/3/20,AR,1407,1260,16,147
10/3/20,AS,0,,0,
10/3/20,AZ,5705,5421,12,284
10/3/20,CA,16074,,88,
10/3/20,CO,2060,1698,3,362
10/3/20,CT,4513,3614,0,899
10/3/20,DC,629,,0,
10/3/20,DE,645,565,3,80
10/3/20,FL,14803,,73,
10/3/20,GA,7134,,28,
10/3/20,GU,51,,1,
10/3/20,HI,142,142,3,
10/3/20,IA,1377,,5,
10/3/20,ID,474,435,2,39
10/3/20,IL,9023,8774,31,249
10/3/20,IN,3669,3442,13,227
10/3/20,KS,698,,0,
10/3/20,KY,1205,1193,8,12
10/3/20,LA,5545,5355,0,190
10/3/20,MA,9507,9292,17,215
10/3/20,MD,3957,3813,7,144
10/3/20,ME,142,141,0,1
10/3/20,MI,7124,6801,14,323
10/3/20,MN,2126,2073,14,53
10/3/20,MO,2169,,25,
10/3/20,MP,2,2,0,
10/3/20,MS,3011,2763,12,248
10/3/20,MT,186,,0,
10/3/20,NC,3629,3600,21,29
10/3/20,ND,274,,7,
10/3/20,NE,493,,0,
10/3/20,NH,442,,0,
10/3/20,NJ,16135,14348,4,1787
10/3/20,NM,890,,3,
10/3/20,NV,1620,,11,
10/3/20,NY,25505,,8,
10/3/20,OH,4925,4617,20,308
10/3/20,OK,1051,,7,
10/3/20,OR,563,,3,
10/3/20,PA,8199,,20,
10/3/20,PR,681,508,8,173
10/3/20,RI,1119,,1,
10/3/20,SC,3442,3243,33,199
10/3/20,SD,248,,11,
10/3/20,TN,2560,2453,45,107
10/3/20,TX,15992,,97,
10/3/20,UT,476,,2,
10/3/20,VA,3270,3057,20,213
10/3/20,VI,20,,0,
10/3/20,VT,58,58,0,
10/3/20,WA,2143,2143,11,
10/3/20,WI,1383,1372,20,11
10/3/20,WV,357,352,2,5
10/3/20,WY,53,,0,
10/2/20,AK,57,57,0,
10/2/20,AL,2550,2409,2,141
10/2/20,AR,1391,1245,7,146
10/2/20,AS,0,,0,
10/2/20,AZ,5693,5411,19,282
10/2/20,CA,15986,,98,
10/2/20,CO,2057,1696,3,361
10/2/20,CT,4513,3614,2,899
10/2/20,DC,629,,1,
10/2/20,DE,642,562,6,80
10/2/20,FL,14730,,111,
10/2/20,GA,7106,,43,
10/2/20,GU,50,,1,
10/2/20,HI,139,139,3,
10/2/20,IA,1372,,12,
10/2/20,ID,472,433,3,39
10/2/20,IL,8992,8743,52,249
10/2/20,IN,3656,3429,11,227
10/2/20,KS,698,,20,
10/2/20,KY,1197,1185,6,12
10/2/20,LA,5545,5355,26,190
10/2/20,MA,9490,9275,10,215
10/2/20,MD,3950,3806,1,144
10/2/20,ME,142,141,0,1
10/2/20,MI,7110,6788,8,322
10/2/20,MN,2112,2059,10,53
10/2/20,MO,2144,,16,
10/2/20,MP,2,2,0,
10/2/20,MS,2999,2753,20,246
10/2/20,MT,186,,5,
10/2/20,NC,3608,3579,29,29
10/2/20,ND,267,,8,
10/2/20,NE,493,,15,
10/2/20,NH,442,,1,
10/2/20,NJ,16131,14344,4,1787
10/2/20,NM,887,,5,
10/2/20,NV,1609,,6,
10/2/20,NY,25497,,7,
10/2/20,OH,4905,4597,88,308
10/2/20,OK,1044,,9,
10/2/20,OR,560,,1,
10/2/20,PA,8179,,19,
10/2/20,PR,673,500,8,173
10/2/20,RI,1118,,1,
10/2/20,SC,3409,3211,9,198
10/2/20,SD,237,,1,
10/2/20,TN,2515,2410,14,105
10/2/20,TX,15895,,72,
10/2/20,UT,474,,15,
10/2/20,VA,3250,3037,22,213
10/2/20,VI,20,,0,
10/2/20,VT,58,58,0,
10/2/20,WA,2132,2132,6,
10/2/20,WI,1363,1353,5,10
10/2/20,WV,355,351,1,4
10/2/20,WY,53,,0,
10/1/20,AK,57,57,1,
10/1/20,AL,2548,2405,8,143
10/1/20,AR,1384,1238,15,146
10/1/20,AS,0,,0,
10/1/20,AZ,5674,5401,24,273
10/1/20,CA,15888,,96,
10/1/20,CO,2054,1696,3,358
10/1/20,CT,4511,3613,3,898
10/1/20,DC,628,,1,
10/1/20,DE,636,559,0,77
10/1/20,FL,14619,,131,
10/1/20,GA,7063,,42,
10/1/20,GU,49,,0,
10/1/20,HI,136,136,4,
10/1/20,IA,1360,,16,
10/1/20,ID,469,431,5,38
10/1/20,IL,8940,8696,24,244
10/1/20,IN,3645,3418,13,227
10/1/20,KS,678,,0,
10/1/20,KY,1191,1180,17,11
10/1/20,LA,5519,5329,8,190
10/1/20,MA,9480,9265,24,215
10/1/20,MD,3949,3805,0,144
10/1/20,ME,142,141,1,1
10/1/20,MI,7102,6781,19,321
10/1/20,MN,2102,2049,13,53
10/1/20,MO,2128,,10,
10/1/20,MP,2,2,0,
10/1/20,MS,2979,2738,10,241
10/1/20,MT,181,,1,
10/1/20,NC,3579,3551,47,28
10/1/20,ND,259,,10,
10/1/20,NE,478,,0,
10/1/20,NH,441,,2,
10/1/20,NJ,16127,14340,5,1787
10/1/20,NM,882,,5,
10/1/20,NV,1603,,3,
10/1/20,NY,25490,,11,
10/1/20,OH,4817,4514,13,303
10/1/20,OK,1035,,4,
10/1/20,OR,559,,4,
10/1/20,PA,8160,,18,
10/1/20,PR,665,492,4,173
10/1/20,RI,1117,,3,
10/1/20,SC,3400,3203,22,197
10/1/20,SD,236,,13,
10/1/20,TN,2501,2399,47,102
10/1/20,TX,15823,,112,
10/1/20,UT,459,,0,
10/1/20,VA,3228,3015,20,213
10/1/20,VI,20,,0,
10/1/20,VT,58,58,0,
10/1/20,WA,2126,2126,2,
10/1/20,WI,1358,1348,21,10
10/1/20,WV,354,349,4,5
10/1/20,WY,53,,3,
9/30/20,AK,56,56,0,
9/30/20,AL,2540,2399,23,141
9/30/20,AR,1369,1223,19,146
9/30/20,AS,0,,0,
9/30/20,AZ,5650,5382,18,268
9/30/20,CA,15792,,152,
9/30/20,CO,2051,1694,5,357
9/30/20,CT,4508,3610,3,898
9/30/20,DC,627,,1,
9/30/20,DE,636,559,1,77
9/30/20,FL,14488,,175,
9/30/20,GA,7021,,27,
9/30/20,GU,49,,2,
9/30/20,HI,132,132,0,
9/30/20,IA,1344,,16,
9/30/20,ID,464,427,4,37
9/30/20,IL,8916,8672,35,244
9/30/20,IN,3632,3405,20,227
9/30/20,KS,678,,41,
9/30/20,KY,1174,1163,4,11
9/30/20,LA,5511,5321,21,190
9/30/20,MA,9456,9242,33,214
9/30/20,MD,3949,3805,3,144
9/30/20,ME,141,140,0,1
9/30/20,MI,7083,6762,11,321
9/30/20,MN,2089,2036,17,53
9/30/20,MO,2118,,32,
9/30/20,MP,2,2,0,
9/30/20,MS,2969,2729,12,240
9/30/20,MT,180,,3,
9/30/20,NC,3532,3505,38,27
9/30/20,ND,249,,7,
9/30/20,NE,478,,6,
9/30/20,NH,439,,0,
9/30/20,NJ,16122,14335,9,1787
9/30/20,NM,877,,2,
9/30/20,NV,1600,,7,
9/30/20,NY,25479,,9,
9/30/20,OH,4804,4501,21,303
9/30/20,OK,1031,,13,
9/30/20,OR,555,,8,
9/30/20,PA,8142,,19,
9/30/20,PR,661,489,7,172
9/30/20,RI,1114,,1,
9/30/20,SC,3378,3186,19,192
9/30/20,SD,223,,0,
9/30/20,TN,2454,2356,34,98
9/30/20,TX,15711,,107,
9/30/20,UT,459,,2,
9/30/20,VA,3208,2995,21,213
9/30/20,VI,20,,0,
9/30/20,VT,58,58,0,
9/30/20,WA,2124,2124,24,
9/30/20,WI,1337,1327,27,10
9/30/20,WV,350,347,5,3
9/30/20,WY,50,,0,
9/29/20,AK,56,56,0,
9/29/20,AL,2517,2378,16,139
9/29/20,AR,1350,1204,21,146
9/29/20,AS,0,,0,
9/29/20,AZ,5632,5365,9,267
9/29/20,CA,15640,,32,
9/29/20,CO,2046,1689,2,357
9/29/20,CT,4505,3608,2,897
9/29/20,DC,626,,2,
9/29/20,DE,635,558,1,77
9/29/20,FL,14313,,106,
9/29/20,GA,6994,,33,
9/29/20,GU,47,,1,
9/29/20,HI,132,132,0,
9/29/20,IA,1328,,8,
9/29/20,ID,460,423,0,37
9/29/20,IL,8881,8637,23,244
9/29/20,IN,3612,3385,21,227
9/29/20,KS,637,,0,
9/29/20,KY,1170,1159,8,11
9/29/20,LA,5490,5308,10,182
9/29/20,MA,9423,9210,8,213
9/29/20,MD,3946,3802,8,144
9/29/20,ME,141,140,1,1
9/29/20,MI,7072,6751,21,321
9/29/20,MN,2072,2020,5,52
9/29/20,MO,2086,,22,
9/29/20,MP,2,2,0,
9/29/20,MS,2957,2722,36,235
9/29/20,MT,177,,3,
9/29/20,NC,3494,3467,49,27
9/29/20,ND,242,,5,
9/29/20,NE,472,,2,
9/29/20,NH,439,,0,
9/29/20,NJ,16113,14326,10,1787
9/29/20,NM,875,,2,
9/29/20,NV,1593,,8,
9/29/20,NY,25470,,2,
9/29/20,OH,4783,4480,37,303
9/29/20,OK,1018,,11,
9/29/20,OR,547,,0,
9/29/20,PA,8123,,16,
9/29/20,PR,654,483,6,171
9/29/20,RI,1113,,3,
9/29/20,SC,3359,3173,22,186
9/29/20,SD,223,,5,
9/29/20,TN,2420,2325,31,95
9/29/20,TX,15604,,71,
9/29/20,UT,457,,4,
9/29/20,VA,3187,2976,15,211
9/29/20,VI,20,,1,
9/29/20,VT,58,58,0,
9/29/20,WA,2100,2100,0,
9/29/20,WI,1310,1300,17,10
9/29/20,WV,345,342,8,3
9/29/20,WY,50,,0,
9/28/20,AK,56,56,0,
9/28/20,AL,2501,2364,0,137
9/28/20,AR,1329,1183,21,146
9/28/20,AS,0,,0,
9/28/20,AZ,5623,5357,0,267
9/28/20,CA,15608,,21,
9/28/20,CO,2044,1687,3,357
9/28/20,CT,4503,3606,2,897
9/28/20,DC,624,,0,
9/28/20,DE,634,557,1,77
9/28/20,FL,14207,,5,
9/28/20,GA,6961,,15,
9/28/20,GU,46,,3,
9/28/20,HI,132,132,1,
9/28/20,IA,1320,,6,
9/28/20,ID,460,423,0,37
9/28/20,IL,8858,8614,13,244
9/28/20,IN,3591,3365,11,226
9/28/20,KS,637,,5,
9/28/20,KY,1162,1151,5,11
9/28/20,LA,5480,5298,15,182
9/28/20,MA,9415,9202,11,213
9/28/20,MD,3938,3793,3,145
9/28/20,ME,140,139,0,1
9/28/20,MI,7051,6731,7,320
9/28/20,MN,2067,2015,7,52
9/28/20,MO,2064,,1,
9/28/20,MP,2,2,0,
9/28/20,MS,2921,2695,2,226
9/28/20,MT,174,,1,
9/28/20,NC,3445,3418,4,27
9/28/20,ND,237,,3,
9/28/20,NE,470,,1,
9/28/20,NH,439,,0,
9/28/20,NJ,16103,14316,-2,1787
9/28/20,NM,873,,3,
9/28/20,NV,1585,,0,
9/28/20,NY,25468,,12,
9/28/20,OH,4746,4444,5,302
9/28/20,OK,1007,,3,
9/28/20,OR,547,,1,
9/28/20,PA,8107,,1,
9/28/20,PR,648,477,4,171
9/28/20,RI,1110,,0,
9/28/20,SC,3337,3154,11,183
9/28/20,SD,218,,0,
9/28/20,TN,2389,2296,12,93
9/28/20,TX,15533,,11,
9/28/20,UT,453,,0,
9/28/20,VA,3172,2962,13,210
9/28/20,VI,19,,0,
9/28/20,VT,58,58,0,
9/28/20,WA,2100,2100,0,
9/28/20,WI,1293,1283,2,10
9/28/20,WV,337,334,3,3
9/28/20,WY,50,,0,
9/27/20,AK,56,56,4,
9/27/20,AL,2501,2364,0,137
9/27/20,AR,1308,1160,23,148
9/27/20,AS,0,,0,
9/27/20,AZ,5623,5356,1,267
9/27/20,CA,15587,,55,
9/27/20,CO,2041,1685,1,356
9/27/20,CT,4501,3604,0,897
9/27/20,DC,624,,0,
9/27/20,DE,633,556,0,77
9/27/20,FL,14202,,12,
9/27/20,GA,6946,,32,
9/27/20,GU,43,,0,
9/27/20,HI,131,131,4,
9/27/20,IA,1314,,3,
9/27/20,ID,460,423,2,37
9/27/20,IL,8845,8601,13,244
9/27/20,IN,3580,3354,3,226
9/27/20,KS,632,,0,
9/27/20,KY,1157,1147,3,10
9/27/20,LA,5465,5283,21,182
9/27/20,MA,9404,9191,13,213
9/27/20,MD,3935,3790,10,145
9/27/20,ME,140,139,0,1
9/27/20,MI,7044,6723,0,321
9/27/20,MN,2060,2008,4,52
9/27/20,MO,2063,,0,
9/27/20,MP,2,2,0,
9/27/20,MS,2919,2693,8,226
9/27/20,MT,173,,2,
9/27/20,NC,3441,3414,1,27
9/27/20,ND,234,,4,
9/27/20,NE,469,,1,
9/27/20,NH,439,,0,
9/27/20,NJ,16105,14318,6,1787
9/27/20,NM,870,,0,
9/27/20,NV,1585,,3,
9/27/20,NY,25456,,6,
9/27/20,OH,4741,4440,1,301
9/27/20,OK,1004,,0,
9/27/20,OR,546,,4,
9/27/20,PA,8106,,3,
9/27/20,PR,644,473,2,171
9/27/20,RI,1110,,0,
9/27/20,SC,3326,3144,3,182
9/27/20,SD,218,,0,
9/27/20,TN,2377,2284,3,93
9/27/20,TX,15522,,37,
9/27/20,UT,453,,5,
9/27/20,VA,3159,2951,15,208
9/27/20,VI,19,,0,
9/27/20,VT,58,58,0,
9/27/20,WA,2100,2100,0,
9/27/20,WI,1291,1281,0,10
9/27/20,WV,334,331,2,3
9/27/20,WY,50,,0,
9/26/20,AK,52,52,1,
9/26/20,AL,2501,2364,10,137
9/26/20,AR,1285,1137,19,148
9/26/20,AS,0,,0,
9/26/20,AZ,5622,5355,35,267
9/26/20,CA,15532,,134,
9/26/20,CO,2040,1684,3,356
9/26/20,CT,4501,3604,0,897
9/26/20,DC,624,,1,
9/26/20,DE,633,556,2,77
9/26/20,FL,14190,,107,
9/26/20,GA,6914,,40,
9/26/20,GU,43,,2,
9/26/20,HI,127,127,3,
9/26/20,IA,1311,,4,
9/26/20,ID,458,421,1,37
9/26/20,IL,8832,8588,25,244
9/26/20,IN,3577,3351,11,226
9/26/20,KS,632,,0,
9/26/20,KY,1154,1144,5,10
9/26/20,LA,5444,5262,0,182
9/26/20,MA,9391,9178,18,213
9/26/20,MD,3925,3780,8,145
9/26/20,ME,140,139,0,1
9/26/20,MI,7044,6723,17,321
9/26/20,MN,2056,2004,10,52
9/26/20,MO,2063,,69,
9/26/20,MP,2,2,0,
9/26/20,MS,2911,2686,17,225
9/26/20,MT,171,,1,
9/26/20,NC,3440,3413,31,27
9/26/20,ND,230,,8,
9/26/20,NE,468,,6,
9/26/20,NH,439,,1,
9/26/20,NJ,16099,14312,6,1787
9/26/20,NM,870,,5,
9/26/20,NV,1582,,9,
9/26/20,NY,25450,,4,
9/26/20,OH,4740,4439,6,301
9/26/20,OK,1004,,11,
9/26/20,OR,542,,3,
9/26/20,PA,8103,,22,
9/26/20,PR,642,471,7,171
9/26/20,RI,1110,,3,
9/26/20,SC,3323,3141,26,182
9/26/20,SD,218,,2,
9/26/20,TN,2374,2281,22,93
9/26/20,TX,15485,,121,
9/26/20,UT,448,,0,
9/26/20,VA,3144,2937,8,207
9/26/20,VI,19,,0,
9/26/20,VT,58,58,0,
9/26/20,WA,2100,2100,20,
9/26/20,WI,1291,1281,7,10
9/26/20,WV,332,329,2,3
9/26/20,WY,50,,0,
9/25/20,AK,51,51,6,
9/25/20,AL,2491,2357,-15,134
9/25/20,AR,1266,1116,20,150
9/25/20,AS,0,,0,
9/25/20,AZ,5587,5319,28,268
9/25/20,CA,15398,,84,
9/25/20,CO,2037,1682,4,355
9/25/20,CT,4501,3604,2,897
9/25/20,DC,623,,2,
9/25/20,DE,631,554,1,77
9/25/20,FL,14083,,122,
9/25/20,GA,6874,,52,
9/25/20,GU,41,,3,
9/25/20,HI,124,124,2,
9/25/20,IA,1307,,5,
9/25/20,ID,457,419,3,38
9/25/20,IL,8807,8563,33,244
9/25/20,IN,3566,3340,18,226
9/25/20,KS,632,,11,
9/25/20,KY,1149,1140,12,9
9/25/20,LA,5444,5262,21,182
9/25/20,MA,9373,9160,11,213
9/25/20,MD,3917,3772,8,145
9/25/20,ME,140,139,0,1
9/25/20,MI,7027,6708,8,319
9/25/20,MN,2046,1994,6,52
9/25/20,MO,1994,,42,
9/25/20,MP,2,2,0,
9/25/20,MS,2894,2671,20,223
9/25/20,MT,170,,5,
9/25/20,NC,3409,3409,53,
9/25/20,ND,222,,6,
9/25/20,NE,462,,0,
9/25/20,NH,438,,0,
9/25/20,NJ,16093,14306,6,1787
9/25/20,NM,865,,6,
9/25/20,NV,1573,,9,
9/25/20,NY,25446,,7,
9/25/20,OH,4734,4433,19,301
9/25/20,OK,993,,12,
9/25/20,OR,539,,1,
9/25/20,PA,8081,,2,
9/25/20,PR,635,464,8,171
9/25/20,RI,1107,,1,
9/25/20,SC,3297,3114,18,183
9/25/20,SD,216,,6,
9/25/20,TN,2352,2262,42,90
9/25/20,TX,15364,,97,
9/25/20,UT,448,,4,
9/25/20,VA,3136,2930,23,206
9/25/20,VI,19,,0,
9/25/20,VT,58,58,0,
9/25/20,WA,2080,2080,-1,
9/25/20,WI,1284,1274,9,10
9/25/20,WV,330,327,5,3
9/25/20,WY,50,,0,
9/24/20,AK,45,45,0,
9/24/20,AL,2506,2349,18,157
9/24/20,AR,1246,1097,17,149
9/24/20,AS,0,,0,
9/24/20,AZ,5559,5291,34,268
9/24/20,CA,15314,,110,
9/24/20,CO,2033,1678,3,355
9/24/20,CT,4499,3603,2,896
9/24/20,DC,621,,0,
9/24/20,DE,630,553,1,77
9/24/20,FL,13961,,179,
9/24/20,GA,6822,,49,
9/24/20,GU,38,,1,
9/24/20,HI,122,122,2,
9/24/20,IA,1302,,8,
9/24/20,ID,454,416,3,38
9/24/20,IL,8774,8538,30,236
9/24/20,IN,3548,3322,18,226
9/24/20,KS,621,,0,
9/24/20,KY,1137,1128,13,9
9/24/20,LA,5423,5241,16,182
9/24/20,MA,9362,9150,15,212
9/24/20,MD,3909,3765,7,144
9/24/20,ME,140,139,0,1
9/24/20,MI,7019,6700,6,319
9/24/20,MN,2040,1988,3,52
9/24/20,MO,1952,,5,
9/24/20,MP,2,2,0,
9/24/20,MS,2874,2651,4,223
9/24/20,MT,165,,0,
9/24/20,NC,3356,3356,40,
9/24/20,ND,216,,10,
9/24/20,NE,462,,1,
9/24/20,NH,438,,0,
9/24/20,NJ,16087,14300,9,1787
9/24/20,NM,859,,2,
9/24/20,NV,1564,,8,
9/24/20,NY,25439,,2,
9/24/20,OH,4715,4414,28,301
9/24/20,OK,981,,11,
9/24/20,OR,538,,6,
9/24/20,PA,8079,,17,
